id,book_id,title,describe_title,author,describe_detail,price,price_pure_number,ori_price,ori_price_pure_number,discount,publishing_date,publishing_company,star,comment_num,url,image_url
204,p23371791,深入浅出Node.js【深入讲解Node的图书，详细讲述基于JavaScript运行时所建立的平台原理，与mongod,深入浅出Node.js【深入讲解Node的图书，详细讲述基于JavaScript运行时所建立的平台原理，与mongod【图灵程序设计丛书】深入讲解Node的图书 讲述基于JavaScript运行时所建立的平台原理 与mongodb结合操作的具体案例 响应式设计别具匠心,朴灵,**本深度讲解Node的图书 源码级别探寻过Node的实现原理 *一线Node开发者*真实的经验,¥47.60,47.60,¥69.00,69.00,6.9, 2013-12-01,  人民邮电出版社,9.0,5881,http://product.dangdang.com/23371791.html,images/model/guan/url_none.png
205,p23989014,新手学电脑从入门到精通（Windows 10+Office 2016版）,新手学电脑从入门到精通（Windows 10+Office 2016版）Word实用教程+Excel应用大全+PPT设计宝典+Windows从新手到高手+微信高手技巧速查=高效学电脑，不加班畅销版。豆瓣五星评分的学电脑书籍,龙马高新教育,《 新手学电脑从入门到精通（Windows 10 Office 2016版）》：汇聚10年教学经验，指引从入门到精通全过程！ 大量源自实际工作的典型案例，通过细致地讲解，与读者需求紧密吻合，模拟真实的工作环境，急速提高读者的学习效率，让读者快速学会电脑。 来自行家多年研究结果的高手支招，揭秘电脑学习的难点。 首部PC电脑 网络应用 手机应用三合一跨平台学习套餐，包括云盘、微信、QQ、Office、WPS等APP的使用，以及搜索资源、超大邮件的处理、人脉管理、时间管理等技巧，让电脑应用无处不在。,¥47.60,47.60,¥69.00,69.00,6.9, 2016-06-30,  北京大学出版社,9.0,2278,http://product.dangdang.com/23989014.html,images/model/guan/url_none.png
206,p20995639,数据挖掘导论(完整版),数据挖掘导论(完整版)详解数据挖掘概念与技术 为数据化运营实战打好基础 信息管理专家 科技作家涂子沛倾情推荐 带你进入真正的大数据时代,（美）陈封能 等,推荐购买套装： 大数据：互联网大规模数据挖掘与分布式处理 数据挖掘导论(完整版)(套装共2册)(超值附赠《码农》光盘1张) 本书全面介绍了数据挖掘，涵盖了五个主题：数据、分类、关联分析、聚类和异常检测。除异常检测外，每个主题都有两章。前一章涵盖基本概念、代表性算法和评估技术，而后一章讨论高级概念和算法。这样读者在透彻地理解数据挖掘的基础的同时，还能够了解更多重要的高级主题。 《数据挖掘导论(完整版)》是明尼苏达大学和密歇根州立大学数据挖掘课程的教材，由于独具特色，正式出版之前就已经被斯坦福大学、得克萨斯大学奥斯汀分校等众多名校采用。《数据挖掘导论(完整版)》特色与许多其他同类图书不同，《数据挖掘导论(完整版)》将重点放在如何用数据挖掘知识解决各种实际问题。 只要求具备很,¥47.60,47.60,¥69.00,69.00,6.9, 2011-01-01,  人民邮电出版社,9.0,7223,http://product.dangdang.com/20995639.html,images/model/guan/url_none.png
207,p20801298,C语言程序设计：现代方法（第2版）(被誉为“近10年来最好的一部C语言著作”),C语言程序设计：现代方法（第2版）(被誉为“近10年来最好的一部C语言著作”),[美]K. N. King 著,C语言的经典之作 “近10年来*好的一部C语言著作” 讨论了标准C和C标准库的全部特性 强调软件工程和现代编程理念 突出工业界的**实践、实际经验和编程风格 已被包括哈佛大学、麻省理工学院、斯坦福大学等全球200多所学校采用为教材,¥65.80,65.80,¥79.00,79.00,8.33, 2010-03-01,  人民邮电出版社,10.0,6508,http://product.dangdang.com/20801298.html,images/model/guan/url_none.png
208,p25060860,Scratch少儿趣味编程2,Scratch少儿趣味编程2【图灵程序设计丛书】少儿编程入门书 麻省理工大学教授 Scratch之父作序推荐 能激发少儿想象力的编程书 能培养孩子逻辑思维亲子学习编程的图书,[日]阿部和广 仓本大资,倍受欢迎的Scratch图书系列第2弹！ 版本升级，全面支持Scratch 2.0 支持中文 完全免费 在快乐编程中掌握认识世界的思维方法！ 激发创造力 提升逻辑思考能力 增强与他人的协作能力 结合数学、科学、音乐、实践等科目 STEAM教育理念实践之作 通过编程实践来探索现实中的知识 与全世界的小朋友一起来玩编程吧~ 新程序、新探索、新发现 更多思考、更多实践以及更大的创作空间,¥40.70,40.70,¥59.00,59.00,6.9, 2017-04-01,  人民邮电出版社,9.0,2493,http://product.dangdang.com/25060860.html,images/model/guan/url_none.png
209,p23611791,点石成金：访客至上的Web和移动可用性设计秘笈(第3版)(第2版全球销量超过35万册，Amazon网站的网页设计类图书,点石成金：访客至上的Web和移动可用性设计秘笈(第3版)(第2版全球销量超过35万册，Amazon网站的网页设计类图书,（美）Steve Krug,《 点石成金：访客至上的Web和可用性设计秘笈（原书第3版） 》 第11届Jolt生产效率大奖获奖图书，被Web设计人员奉为圭臬的经典之作 第2版全球销量超过35万册，Amazon网站的网页设计类图书的销量排行佼佼者 相关图书推荐 用户体验要素：以用户为中心的产品设计（原书第2版） 人机交互与戏剧表演：用戏剧理论构建良好用户体验（原书第2版） UX**实践：提高用户体验影响力的艺术,¥40.70,40.70,¥59.00,59.00,6.9, 2014-12-01,  机械工业出版社,9.0,6900,http://product.dangdang.com/23611791.html,images/model/guan/url_none.png
210,p25154734,微软办公软件国际认证MOS Office 2016七合一高分必看--办公软件完全实战案例400+：Word Excel,微软办公软件国际认证MOS Office 2016七合一高分必看--办公软件完全实战案例400+：Word Excel微软Office在线教育专家、MOS认证战略伙伴“答得喵”作品 随书附赠1DVD独密料：MOS 认证考试模拟系,答得喵微软MOS认证授权考试中心,专业的人做专业的事，MOS战略合作伙伴、微软Office在线培训专业机构 答得喵 为读者奉上MOS考试高分必看手册，400多个实操案例覆盖五大Office常用组件：Word、Excel、PowerPoint、Access、Outlook，高度贴合MOS认证七门考试真题，帮助读者熟悉了解MOS考试的方方面面，真正高效实用，助你全面掌握Office软件。关注答得喵官方微信/微博/QQ账号，免费获得MOS 2016*考试动态，及时掌握*资讯，做到真正 活学活用 ！随书附赠独家密料：MOS 认证考试模拟系统，带你感受实际考试场景。,¥94.60,94.60,¥129.00,129.00,7.34, 2017-10-01,  中国青年出版社,9.0,1138,http://product.dangdang.com/25154734.html,images/model/guan/url_none.png
211,p23955637,Excel2013函数与公式应用大全,Excel2013函数与公式应用大全,Excel Home,著名的华语Excel技术社区、资源网站，微软在线社区联盟成员 Excel Home倾力打造。多位身处各行各业，并身怀绝技的微软全球*有价值专家无私分享多年积累的宝贵经验。《Excel2013函数与公式应用大全》拥有所有你需要知道的函数与公式知识，完备知识体系无人能及。直接从目录中挑选需要的示例，就可以快速应用到工作中去，就像查辞典那么简单。无论新手、老手还是高手，都将从本书中获得有益知识，并将其快速转化为生产力，创造价值。,¥68.30,68.30,¥99.00,99.00,6.9, 2016-05-10,  北京大学出版社,9.0,6453,http://product.dangdang.com/23955637.html,images/model/guan/url_none.png
212,p24174119,网络是怎样连接的,网络是怎样连接的计算机网络概论图解趣味版 计算机网络基础 程序是怎样跑起来的 计算机是怎样跑起来的姊妹篇 Wireshark网络分析就这么简单作者林沛满作序推荐 蹲马桶就能看懂的网络基础知识 日文版重印32次,[日]户根勤,日文版重印32次！ 计算机网络概论 图解趣味版 蹲马桶就能看懂的网络基础知识 本书适合 菜鸟程序员入门进阶 中级程序员查漏补缺 高手程序员向家人（女友、老妈等）普及计算机知识 如果你好奇从在浏览器中输入网址到显示出网页内容，网络中到底发生了什么 如果你想知道网络设备和软件在网络内部是如何工作的 如果你已经掌握了一些零散的网络知识，但是想要形成完整的知识脉络 如果你想在工作和生活中更好地应用网络 那么就该读一读这本书，全面系统地掌握网络基础知识！,¥33.80,33.80,¥49.00,49.00,6.9, 2017-01-01,  人民邮电出版社,9.0,2983,http://product.dangdang.com/24174119.html,images/model/guan/url_none.png
213,p24048571,大数据架构详解：从数据获取到深度学习,大数据架构详解：从数据获取到深度学习,朱洁 编著,这是一个数据信息时代，每分每秒都在产生数不尽的数据。这些数据如何获取，有什么用途，如何与前沿的深度学习、机器学习等相结合，如何为我们所用，尽在本书中。 更多计算机好书请关注： 电子工业出版社当当自营店,¥47.60,47.60,¥69.00,69.00,6.9, 2016-10-01,  电子工业出版社,9.0,4841,http://product.dangdang.com/24048571.html,images/model/guan/url_none.png
214,p22559967,Excel 2010应用大全(Excel Home各大版主、微软MVP倾力打造全新Excel 2010实战手册，累销1,Excel 2010应用大全(Excel Home各大版主、微软MVP倾力打造全新Excel 2010实战手册，累销1excel函数与公式 数据透视表应用大全 excelhome力作 涵盖excel学习各个方面 数据处理与分析 图表 VBA透视表面面俱到,Excel Home 编著,预售商品： Excel 2013应用大全 推荐组合购买 Excel Home新书上市促销中 Excel 2013实战技巧精粹（*畅销的Excel技巧书 *权威的Excel经验集 来自ExcelHome专家团队多年实战经验分享 数百万技术交流帖之精华） 别怕 Excel 函数其实很简单（别怕，Excel VBA其实很简单姐妹篇 传授Excel函数与公式效率手册 ExcelHome站长 老罗共同操刀 打造现代商务办公从新手到高手终极方法 280张幽默漫画插图像看漫画一样搞定函数与公式） 《Excel 2010应用大全》由多位微软全球*有价值专家通力打造，是一部大型、全面、深入、系统的实战手册！ 《Excel 2010应用大全》是一部学习Excel的心法秘笈，它的威力在于： 1. 《Excel 2010应用大全》详尽而又系统的介绍了Excel所有的技术特点和应用方法，全面覆盖Excel各相关知识点； 2.,¥68.30,68.30,¥99.00,99.00,6.9, 2011-12-01,  人民邮电出版社,9.0,25680,http://product.dangdang.com/22559967.html,images/model/guan/url_none.png
215,p25286951,人工智能产品经理――AI时代PM修炼手册,人工智能产品经理――AI时代PM修炼手册著名产品人梁宁力荐。回归AI产品本质，深度剖析AI产品的创造过程，从技术实现逻辑、设计要素、市场把控等角度阐释如何创造一款成功的AI产品。产品经理、创业者以及AI爱好者适合阅读！,张竞宇,顺应AI时代大潮，为产品经理提供进阶、修炼的良机！让你成为一流的人工智能产品经理！成为人工智能产品经理，从本书开始。,¥40.70,40.70,¥59.00,59.00,6.9, 2018-06-01,  电子工业出版社,9.0,217,http://product.dangdang.com/25286951.html,images/model/guan/url_none.png
216,p24104299,零基础入门学习Python,零基础入门学习PythonPython3入门必备 小甲鱼手把手教授Python开发，随书附送96集免费视频教程，让读者从真实案例中领略Python的真正魅力，让您轻松快速用python,小甲鱼,,¥34.10,34.10,¥49.50,49.50,6.89, 2016-11-01,  清华大学出版社,9.0,1669,http://product.dangdang.com/24104299.html,images/model/guan/url_none.png
217,p23818948,Python数据分析与挖掘实战,Python数据分析与挖掘实战10余位资深大数据专家结合10余年数据挖掘与实施经验，通过10余个真实的案例为10余个行业的数据挖掘给出了解决方案，并提供相关的建模文件和源代码,张良均 王路 谭立云 苏剑林等,10余位数据挖掘领域专家和科研人员，10余年大数据挖掘咨询与实施经验结晶。 从数据挖掘的应用出发，以电力、航空、医疗、互联网、生产制造以及公共服务等行业真实案例为主线，深入浅出介绍Python数据挖掘建模过程，实践性极强,¥47.60,47.60,¥69.00,69.00,6.9, 2015-12-01,  机械工业出版社,9.0,4560,http://product.dangdang.com/23818948.html,images/model/guan/url_none.png
218,p25242203,PPT设计原理：教你系统设计专业级幻灯片,PPT设计原理：教你系统设计专业级幻灯片全网超500万人学习的PPT制作教程；PPT达人秋叶、陈魁等鼎力推荐！从0到1学会PPT设计，看这本就够了！,罗欣,◆全网超500万人学习的PPT教程。 ◆内容涵盖字体的使用、色彩的搭配、排版的原理、形状和图表的制作、图片的挑选和处理等。 ◆PPT达人秋叶、陈魁等联合力荐。,¥40.70,40.70,¥59.00,59.00,6.9, 2018-03-01,  电子工业出版社,9.0,1094,http://product.dangdang.com/25242203.html,images/model/guan/url_none.png
219,p22541814,SQL入门经典(第5版)（sql语言教程大全，sql+server案例讲解精粹，不可错过的入门宝典！）,SQL入门经典(第5版)（sql语言教程大全，sql+server案例讲解精粹，不可错过的入门宝典！）,斯蒂芬森,读者将学会如何使用SQL来创建高效的数据库、高效地提取数据，以及如何管理从数据库性能到数据库安全的各项工作。本书采用直观、循序渐进的方法，引导读者通过各种练习掌握实际操作技巧。读者将学习从基础知识到高级技术在内的所有SQL相关内容 包括视图、事务、Web数据发布，以及Oracle和MicrosoftSQLServer对SQL的扩展。本书每章内容都建立在已学的知识之上，即使读者没有任何SQL知识，也可以通过本书，走向成功的坚实道路。 循序渐进的示例引导读者完成*常见的SQL任务。问与答、测验和练习帮助读者检验知识的掌握情况。 注意 、 提示 和 警告 指出捷径和解决方案。 全球销量逾百万册的系列图书； 连续十余年打造的经典品牌； 直观、循序渐进的学习教程； 掌握关键知识的**起点； 秉承Read Less．Do More（精读多练）的教学理念；,¥31.00,31.00,¥45.00,45.00,6.89, 2011-11-01,  人民邮电出版社,9.0,6428,http://product.dangdang.com/22541814.html,images/model/guan/url_none.png
220,p23348110,Head First HTML 与 CSS（第二版）,Head First HTML 与 CSS（第二版）Head First系列又一大作，数万读者口碑相传，累计印刷十余次，HTML5与CSS网页编程类畅销书，网页编程入门经典,"(美)罗布森,(美)弗里曼",更多精品类图书请点击： http://book.dangdang.com/20130427_j3x0 谁适合看这本书？ 如果对下面的所有问题都能肯定地回答 是 ： ① 你有一台安装了Web浏览器和文本编辑器的计算机吗？ ② 你是不是想学习、 理解、 记住并且用zui好的技术和zui新的标准来创建Web应用？ ③ 你是不是更喜欢一种轻松的氛围， 就像在晚餐餐桌上交谈一样， 而不愿意被动地听枯燥乏味的技术报告？ 这正是你想要的书。,¥67.60,67.60,¥98.00,98.00,6.9, 2013-09-01,  中国电力出版社,9.0,5820,http://product.dangdang.com/23348110.html,images/model/guan/url_none.png
221,p23986727,乐高机器人EV3探索书（全彩） 机器人搭建和编程初学指南,乐高机器人EV3探索书（全彩） 机器人搭建和编程初学指南乐高书 乐高 书 乐高创意 乐高图书 乐高书籍 乐高 图书 乐高创意手册 乐高创意指南,[荷]Laurens Valk,内容由浅入深，不管初学者还是资深玩家，都可以从中获益； 2.实例教学，更容易理解，提供了150多个搭建和编程的挑战题目，并且附带了很多有趣的机器人任务，用来激发读者的兴趣和创造力。鼓励你更有创造力地思考，并把学到的知识应用到创造你自己的机器人上。 3.用《乐高机器人EV3探索书》作为指南，你很快就能自己创造出出色的作品！,¥61.40,61.40,¥89.00,89.00,6.9, 2016-06-01,  人民邮电出版社,10.0,3048,http://product.dangdang.com/23986727.html,images/model/guan/url_none.png
222,p25166963,Adobe Premiere Pro CC 2017经典教程,Adobe Premiere Pro CC 2017经典教程Adobe公司官方教材 附光盘 AE教程书 视频剪辑处理教材 影视后期 视频特效 audition,[英]马克西姆・亚戈（Maxim Jago）,本书语言通俗易懂并配以大量的图示，特别适合新手阅读；有一定使用经验的用户也可从中学到大量高-级功能和CC版本新增的功能。本书还适合各类培训班学员及广大自学人员参考。,¥54.50,54.50,¥79.00,79.00,6.9, 2017-09-01,  人民邮电出版社,9.0,1778,http://product.dangdang.com/25166963.html,images/model/guan/url_none.png
223,p23622581,精益数据分析,精益数据分析,（加）克罗尔，（加）尤科维奇 著，韩知白，王鹤达 译,无论是梦想颠覆某个行业的创业者，还是试图从企业内部激发变革的创新者，你面临的**挑战就是创造人们真正需要的产品。本书将引导你走上正确的道路。 精益丛书由精益思想创始人埃里克・莱斯为您呈现。该丛书旨在透过实际案例，为创业团队开发人员、经理和其他成员介绍精益创业方法的精髓。在领悟这个方法的过程中，你会掌握各种工具，让你步步为营，迅速做出明智的决策。,¥54.50,54.50,¥79.00,79.00,6.9, 2015-01-01,  人民邮电出版社,9.0,2589,http://product.dangdang.com/23622581.html,images/model/guan/url_none.png
224,p22722789,软件测试的艺术（原书第3版）（决战大数据时代！IT技术人员不得不读！）,软件测试的艺术（原书第3版）（决战大数据时代！IT技术人员不得不读！）,(美)梅耶 等,《人件（原书第3版）》 软件管理领域的传奇经典著作！被誉为“对美国软件业影响**的一本书” 软件测试的经典著作**版！,¥26.90,26.90,¥39.00,39.00,6.9, 2012-04-01,  机械工业出版社,9.0,5831,http://product.dangdang.com/22722789.html,images/model/guan/url_none.png
225,p23347949,Google软件测试之道,Google软件测试之道领略标杆式自动化测试应用，感受软件测试的艺术，软件工程应用必备宝典！,(美)惠特克 等,软件测试泰斗传道解惑 Google 软件测试精髓完美呈现 *测试技术专家翻译 测试界知名专家鼎力推荐,¥40.70,40.70,¥59.00,59.00,6.9, 2013-10-01,  人民邮电出版社,9.0,4245,http://product.dangdang.com/23347949.html,images/model/guan/url_none.png
226,p22891889,算法竞赛入门经典――训练指南（算法艺术与信息学竞赛）,算法竞赛入门经典――训练指南（算法艺术与信息学竞赛）,"刘汝佳,陈锋 编著",《算法竞赛入门经典》一书是刘汝佳老师的经典作品之一，自出版以来受到了广大读者的喜爱，近年来大家一直都在期盼着刘老师新作的诞生，可以说是 望眼欲穿 ！3年的等待，现在终于可以迎接《算法竞赛入门经典 训练指南》的到来了，欢迎大家来阅读本书！ 作为《算法竞赛入门经典》的重要补充，本书旨在补充原书中没有涉及或者讲解得不够详细的内容，从而构建一个较完整的知识体系，通过近200道例题深入浅出地介绍了上述领域的各个知识点、经典思维方式以及程序实现的常见方法和技巧。 覆盖面广，点到为止，注重代码 是本书的**特点，而这3个特点都是为了向业界靠拢而设定，注重广度而非深度。本书题目多选自近年来ACM/ICPC区域赛和总决赛真题，内容全面，盖了常见算法竞赛中的大多数细分知识点。 书中还给出了所有重要的经典算法的完整,¥36.40,36.40,¥52.80,52.80,6.9, 2012-10-01,  清华大学出版社,9.0,5630,http://product.dangdang.com/22891889.html,images/model/guan/url_none.png
227,p25094101,Axure RP8 入门手册 网站和App原型设计从入门到精通,Axure RP8 入门手册 网站和App原型设计从入门到精通美国Axure官方推荐中文教材 Axure RP 7.0从入门到精通 Web APP产品经理原型设计 Axure RP8 实战手册 网站和APP原型制作案例精粹 作者小楼新作,小楼一夜听春语,Axure RP 8.0软件，从0 开始操作，从小白到打下扎实基础、有效稳步地提升； 讲解Axure RP 8.0系统全面的知识结构，以及如何使原型开发的思路更加清晰流畅，提高产出效率； 包含实战项目引导，根据产品设计实际工作需求及实现快速完成学习到产出的转化。,¥68.30,68.30,¥99.00,99.00,6.9, 2017-05-01,  人民邮电出版社,9.0,1158,http://product.dangdang.com/25094101.html,images/model/guan/url_none.png
228,p24032198,Axure RP8 实战手册 网站和APP原型制作案例精粹,Axure RP8 实战手册 网站和APP原型制作案例精粹美国Axure官方推荐中文教材Axure RP 7.0从入门到精通 Web + APP产品经理原型设计作者小楼老师新作 从APP到网站 166个实例完全讲解 全覆盖各个典型案例原型制作,小楼一夜听春语,小楼老师继上一本畅销书后倾情打造； 从基础到实战，共166个实例完全讲解； 每个案例可实时查看演示效果； 从APP到网站，全面覆盖各个典型案例的原型讲解，助你快速掌握。,¥54.50,54.50,¥79.00,79.00,6.9, 2016-09-01,  人民邮电出版社,9.0,3732,http://product.dangdang.com/24032198.html,images/model/guan/url_none.png
229,p22610008,计算机网络（第5版）,计算机网络（第5版）AndrewS．Tanenbaum国内外使用*广泛、*权威的计算机网络经典教材。,（美）特南鲍姆，（美）韦瑟罗尔 著，严伟，潘爱民 译,国内外使用最广泛、最权威的计算机网络经典教材。 教辅材料：PPT，习题答案 第5版相比以前的版本改变甚多，其中最重要的一点是David J. Wetherall教授成为了本书的合作者。David教授具有丰富的网络背景，他在城域网的设计领域磨砺了20多年，研究范围涉及因特网和无线网络。他是美国华盛顿大学的终身教授，一直讲授和研究计算机网络以及过去十年间相关主题的内容。 当然，书中还有许多内容是随着计算机网络世界的不断变化而更新的。其中，修订和新增内容有： * 无线网络（802.12和802.16）。 * 智能手机使用的3G网络。 * RFID和传感器网络。 * 使用CDN的内容分发。 * 对等网络。 * 实时媒体（存储的、流式的以及实况的）。 * 因特网电话（IP语音）。 * 延迟容忍网络。,¥61.70,61.70,¥89.50,89.50,6.9, 2012-03-01,  清华大学出版社,9.0,7172,http://product.dangdang.com/22610008.html,images/model/guan/url_none.png
230,p71052,设计模式 可复用面向对象软件的基础（决战大数据时代！IT技术人员不得不读！）,设计模式 可复用面向对象软件的基础（决战大数据时代！IT技术人员不得不读！）,伽玛 等著，李英军 等译,"“这本众人期待的确达到了预期的全部效果。该书云集了经过时间考验的可用设计。作者从多年的面向对象设计经验中精选了23个模式,这构成了该书的精华部份,每一个精益求精的优秀程序员都应拥有这本《设计模式》。” --Larry O'Brien, Software Development “ 设计模式 在实用环境下特别有用,因为它分类描述了一组设计良好,表达清楚的面向对象软件设计模式。整个设计模式领域还很新,本书的四位作者也许已占据了这个领域造诣*深的专家中的半数,因而他们定义模式的方法可以作为后来者的榜样。如果要知道怎样恰当定义和描述设计模式,我们应该可以从他们那儿获得启发” --Steve Billow, Journal of Object-Oriented Programming “总的来讲,这本书表达了一种极有价值的东西。对软件设计领域有着独特的贡献,因为它捕获了面向对象设计的有价值的经验,并且",¥26.20,26.20,¥35.00,35.00,7.49, 2013-11-01,  机械工业出版社,9.0,6690,http://product.dangdang.com/71052.html,images/model/guan/url_none.png
231,p25156888,ES6标准入门（第3版）,ES6标准入门（第3版）抢先迈向ES2017/ES7 鸿篇巨制全面覆盖新增特性 丰富案例详解原理|用法|技巧,阮一峰 著,横跨ES2015/2016/2017新标，抢占JavaScript制高点 由千万级名博、布道引领无数前端入行的阮一峰执笔 来自BAT一线实践，精彩案例透彻解读新标|保留语法 新标首著，凝结多年研究心得，剖析ES理解应用难题,¥68.30,68.30,¥99.00,99.00,6.9, 2017-09-01,  电子工业出版社,9.0,3408,http://product.dangdang.com/25156888.html,images/model/guan/url_none.png
232,p22815184,中文版Photoshop CS6基础培训教程,中文版Photoshop CS6基础培训教程PS CS6从入门到精通图书教程 零起点入门的学习教学书籍 平面设计 UI设计 淘宝美工网店装修 摄影后期修图大神器图书 赠光盘含教学学习大纲ppt和习题,数字艺术教育研究室,本书全面系统地介绍了Photoshop CS6的基本操作方法和图形图像处理技巧，包括图像处理基础知识、初识PhotoshopCS6、绘制和编辑选区、绘制图像、修饰图像、编辑图像、绘制图形及路径、调整图像的色彩和色调、图层的应用、应用文字与蒙版、使用通道与滤镜和商业案例实训等内容。,¥26.20,26.20,¥35.00,35.00,7.49, 2012-07-01,  人民邮电出版社,9.0,5431,http://product.dangdang.com/22815184.html,images/model/guan/url_none.png
233,p25231551,深度学习之TensorFlow：入门、原理与进阶实战,深度学习之TensorFlow：入门、原理与进阶实战*终身荣誉技术顾问/创客总部创始人等专家推荐！一线工程师14年经验感悟，涵盖数值、语音、语义、图像等领域96个深度学习应用案例；赠12套同步配套教学视频+113套源代码文件,李金洪,磁云科技创始人 / *终身荣誉技术顾问李大学推荐 创客总部 / 创客共赢基金合伙人李建军推荐 一线研发工程师以14年开发经验的视角全面解析TensorFlow应用 涵盖数值、语音、语义、图像等多个领域96个有较高应用价值的深度学习案例 赠送12套同步配套教学视频 113套源代码文件（带配套样本） 内容全面，应用性强，从有监督学习到半监督学习，从简单的数据分类到语音、语言和图像分类乃至样本生成等一系列前沿技术，均有介绍 语言通俗易懂，拒绝生僻的术语，拒绝生僻的公式符号，落地性强 穿插了几十个需要读者注意的知识要点和难点，分享作者积累的宝贵经验,¥68.30,68.30,¥99.00,99.00,6.9, 2018-02-25,  机械工业出版社,9.0,1131,http://product.dangdang.com/25231551.html,images/model/guan/url_none.png
234,p24194119,Docker技术入门与实战（第2版）,Docker技术入门与实战（第2版）入门Docker*本书，基于Docker 1.21及以上版本,杨保华等,畅销书升级版，基于Docker 1.21及以上版本，学习Docker的第壹本书，非常全面系统。,¥47.60,47.60,¥69.00,69.00,6.9, 2017-02-28,  机械工业出版社,9.0,1617,http://product.dangdang.com/24194119.html,images/model/guan/url_none.png
235,p25320943,Scratch真好玩：教小孩学编程,Scratch真好玩：教小孩学编程果果老师精心编写，全书从编程知识全覆盖，从知识学习进入到实战项目案例学习。小知识小案例，大项目大挑战，还有竞赛辅导哟。,刘凤飞,,¥40.70,40.70,¥59.00,59.00,6.9, 2018-07-31,  机械工业出版社,10.0,240,http://product.dangdang.com/25320943.html,images/model/guan/url_none.png
236,p24193505,Go语言实战,Go语言实战Go语言领域技术专家力作 关注语言的规范和实现 为读者提供一个专注 全面且符合语言习惯的视角,[美]威廉・肯尼迪（William Kennedy）布赖恩・克特森（Brian,即便不处理类似可扩展的Web 并发或者实时性能等复杂的系统编程问题，应用程序开发也是一件非常困难的事情。尽管使用一些工具和框架也可以解决这些常见的问题，但Go 语言却以一种更加自然且高效的方式正确处理了这类问题。由谷歌公司开发的Go 语言，为在基础设施中非常依赖高性能服务的初创公司和大企业提供了足够的能力。 Go语言实战目标读者是已经有一定其他编程语言经验，想要开始学习Go 语言或者更深入了解Go 语言及其内部机制的中级开发者。本书会提供一个专注、全面且符合习惯的视角。本书关注Go 语言的规范和实现，涉及的内容包括语法、Go 的类型系统、并发、通道和测试等主题。 Go语言实战 主要内容 ● Go语言规范和实现。 ● Go语言的类型系统。 ● Go语言的数据结构的内部实现。 ● 测试和基准测试。 Go语言实战假设读者是熟练使用其他,¥40.70,40.70,¥59.00,59.00,6.9, 2017-02-01,  人民邮电出版社,10.0,1496,http://product.dangdang.com/24193505.html,images/model/guan/url_none.png
237,p25262422,未来教育2018年9月全国计算机等级上机考试题库二级C语言程序设计基础教程教材书国二2级国二级真题试卷国家二级c语言,"未来教育2018年9月全国计算机等级上机考试题库二级C语言程序设计基础教程教材书国二2级国二级真题试卷国家二级c语言新增考试真题+全新真考题库+模拟软件+手机题库+电子书+视频解析等实用备考资源, 一学就会、衔接考试、考前冲刺，过关练习",未来教育教学与研究中心,,¥23.80,23.80,¥37.80,37.80,6.3, 2008-10-01,  电子科技大学出版社,10.0,358,http://product.dangdang.com/25262422.html,images/model/guan/url_none.png
238,p23239727,结网@改变世界的互联网产品经理(修订版)（非常搞笑休闲网站“糗事百科”创始人王坚教你怎样成为互联网产品经理。揭秘市场失,结网@改变世界的互联网产品经理(修订版)（非常搞笑休闲网站“糗事百科”创始人王坚教你怎样成为互联网产品经理。揭秘市场失糗事百科创始人王坚教你怎样成为互联网产品经理 腾讯CEO马化腾作序推荐 告诉你人人都是产品经理 除了学axure学墨刀学交互设计学用户体验 你还需要掌握更多技能 这本书籍带你从零开始做产品经理,王坚编著,,¥47.60,47.60,¥69.00,69.00,6.9, 2013-05-01,  人民邮电出版社,9.0,6293,http://product.dangdang.com/23239727.html,images/model/guan/url_none.png
239,p25191553,算法竞赛入门经典――习题与解答,算法竞赛入门经典――习题与解答畅销9年的算法好书！数万读者翘首以盼的《算法竞赛入门经典》配套题解！,陈锋,数万读者翘首以盼！畅销9年的算法好书《算法竞赛入门经典》配套题解重磅推出！适合语言零基础的初学者；算法竞赛主要知识点的入门与拓宽；近200道竞赛真题分析；实用主义的C 和STL讲解；简洁、清晰、高效的示例代码。,¥48.20,48.20,¥69.80,69.80,6.91, 2018-01-01,  清华大学出版社,10.0,803,http://product.dangdang.com/25191553.html,images/model/guan/url_none.png
